,Unnamed: 0,question,noUnknowns,unknowns,noEquations,equations,operation,answers
1443,1443,bject traveled for 3 hours at a rate of 30mil es/hr. and then for another 2 and 1/4 hours at a rate of 10 and 1/2mil es/hr. How many total miles did the object travel?,1,x,1,90+23.625=x,Addition,113.625
1444,1444,A backyard has dimensions 3 and 4/5 yards by 1 and 1/2 yards. What is the area of the back yard in square?,1,x,1,x=3.8*1.5,Multiplication,5.7
1445,1445,How would you do 10 to the negative fourth power? 10^(-4)?,1,z,1,10^(-4)=z,Subtraction,0.0001
1446,1446,"chart shows 17% as some other color eyes, blue eyes at 33%, and brown eyes at 50%The. refore, if there were 82 students in the class, how many students had brown eyes? Show steps.",1,x,1,0.5*82=x,Multiplication,41.0
1447,1447,ing that ) is the radical sign... uld 3)24 become 12)2?,1,x,1,x=3*2,Multiplication,6.0
1448,1448,"There are 8 numbers: 2, 3, 4, 5, 6, 7, 8, and 9. t is the probability of getting a number greater than 2 and less than or equal to 5?",1,z,1,3/8=z,Division,0.375
1449,1449,5.4 is to 0.6 as 12.6 is to 1.4?,1,y,1,5.4/0.6=y,Division,9.0
1450,1450,"What is the actual distance between Houston & Dallas, if the map shows the two cities to be 1.25 inches apart? a map, the scale 1 inch represents 180 miles.",1,x,1,180*1.25=x,Multiplication,225.0
1451,1451,"Use the following information to answer the question below. Polly Rhodes bought a car for $9,200. She drove the car 12,000 miles last year. Her car expenses for the year were insurance, $436; gas and oil, $670; repairs, $28; license plates, $42; loss of interest on original investment, $460; depreciation, 18 percent. Find last year's operating cost per mile, to the nearest cent. ______ cents",1,x,1,3292.00/12000=x,Division,0.274333333333
1452,1452,Write the fraction in simplest form. 66/116 a. 58/33 b. 23/13 c. 33/58 d. 67/117,1,x,1,66/116=x,Division,0.568965517241
1453,1453,are driving at a speed of 85 km/h. How long will it take you to travel 255 km? PleS thewor.,1,x,1,x=255/(85),Division,3.0
1454,1454,About what percent of 80 is 50?,1,x,1,50/80=x,Division,0.625
1455,1455,6 is 3% of what numbe,1,x,1,6=0.03*x,Multiplication,200.0
1456,1456,What is 250 times 48? Show work.,1,z,1,250*48=z,Multiplication,12000.0
1457,1457,You save 40% when buying a shirt that originally cost $29. How much do you save?,1,x,1,2.90*4=x,Multiplication,11.6
1458,1458,"paid $140 over the purchase price of $2,300 due to interest. If she paid off the item in 1 year, what was the interest rate she paid? nd to the nearest percent and express your answer as a percent.",1,x,1,140/2300=x,Division,0.060869565217399994
1459,1459,I am a number less than 60 two of my factors are 2 and 7 I am a common multiple of 8 and 14?,1,x,1,14*4=x,Multiplication,56.0
1460,1460,How do you convert 6 7/11 to a decimal? Then round your answerto the nearest hundredth.,1,y,1,73/11=y,Division,6.6363636363600005
1461,1461,Determine the smaller angle between the hands when the time is a. 1 o'clock b. 2 o'clock c. 1.30 d. 1.45 e. 1.27 f. 1.52 Find a rule which expresses the angle between the hands when the time is A minutes past B.,1,x,1,30*2=x,Multiplication,60.0
1462,1462,If the clock now reads 10 : 45. What time will the clock read in 96 hours from now?,1,x,1,96/24=x,Division,4.0
1463,1463,Seth can read 6 3/4 books in 2 1/4 weeks. How many books can Seth read in 1 week?,1,x,1,(6.75)/(2.25)=x,Division,3.0
1464,1464,root of 13+ sq. root of 10 _____________________________ sq root of 13- sq. root of 5,1,x,1,13-5=x,Subtraction,8.0
1465,1465,"what is the answer to 562,867 plus 786,564?",1,x,1,562867+786564=x,Addition,1349431.0
1466,1466,"How do you figure get 10% of $7,375.00?",1,x,1,7375.00*0.1=x,Multiplication,737.5
1467,1467,Two dice are rolled. FInd the probability that a 5 appears on exactly one die or the sum? Probablity question. Two dice are rolled. FInd the probability that a 5 appears on exactly one die or the sum is 9.,1,x,1,x=1/3,Division,0.33333333333299997
1468,1468,"got an exam, meaning that she earned 74 points out of 80 possible. Write the decimal equivalent of this fraction.",1,x,1,74/80=x,Division,0.925
1469,1469,"how many meters are there in 25,321 cm? 100 cm=1 meter",1,y,1,25321/100=y,Division,253.21
1470,1470,"A line through (5, 5) with a slope of 0 has a y-intercept at?",1,x,1,(x-5)=0,Subtraction,5.0
1471,1471,whats 30 percent of 270?,1,x,1,270*0.3=x,Multiplication,81.0
1472,1472,re are 71 stamps cost 19 pence by rounding find the approxcosimate t of 71 stamps,1,x,1,20*70=x,Multiplication,1400.0
1473,1473,when would 16 be 4 more than 17?,1,x,1,1+16=x,Addition,17.0
1474,1474,If I've earned $985.92 and been taxed $79.79. how do I work out what percentage of $985.92 I've been taxed?,1,x,1,79.79/985.92=x,Division,0.0809294871795
1475,1475,1 inch corresponds to 15 miles . what is the actual distance between two cities 6.5 inches apart?,1,x,1,6.5*15=x,Multiplication,97.5
1476,1476,The student teacher ratio is 27.5 to 1. if there is 42 teachers how many students are there?,1,x,1,42*27.5=x,Multiplication,1155.0
1477,1477,"d the sales tax for 3 CDs, if each CD is $14.29 and the sales tax is 7.25%",1,x,1,42.87*0.0725=x,Multiplication,3.108075
1478,1478,"ts 1'5% of $4,630,966",1,x,1,4630966*0.15=x,Multiplication,694644.9
1479,1479,reduce to lowest term 34/68?,1,x,1,34/68=x,Division,0.5
1480,1480,how would you divide 3 by 8?,1,x,1,3/8=x,Division,0.375
1481,1481,33 1/3 % of what number is 36,1,z,1,z*(0.33333333)=36,Multiplication,108.00000108
1482,1482,heigths its 17m h. much will that be on a scale 1:12 5 0,1,x,1,417/1250=x,Division,0.3336
1483,1483,". Jones has a job offer in which she will receive $600 per month, plus a commission of 2% of the total price of the cars she sells. At her current job, she receives $1000 a month plus a commission of 1.5% of her total sales. What is the total price of the cars that Mrs. Jones must sell each month to make the same at either dealership? S",1,x,1,0.005*x=400,Multiplication,80000.0
1484,1484,What is 75% of 445?,1,x,1,445*0.75=x,Multiplication,333.75
1485,1485,Nate is working at the concession stand at his brothers baseball game. He only has cola and lemon-lime to drink. He has sold 45 colas and 27 lemon-lime drinks. What is the probability the next person wants a lemon-lime drink? a)3/5. b)4/9. c)1/3. d)3/8.,1,z,1,27/72=z,Division,0.375
1486,1486,"4,659 miles $6,216.6 (I have) how much miles per $?",1,x,1,4659/6216.6=x,Division,0.749445034263
1487,1487,what is 15 percent of seven-hundred and 58 dollars and 10 cents?,1,y,1,0.15*758.10=y,Multiplication,113.715
1488,1488,"find the area of a triangle whose vertices have coordinates:(2, -5)(6, 1)(-3, -4)?",1,y,1,34/2=y,Division,17.0
1489,1489,A fair coin is tossed 5 times. What is the probability that exactly 2 heads are observed?,1,x,1,x=5/16,Division,0.3125
1490,1490,"each tile in a set of dominoes, each integer 0 through 14 is paired exactly once with each integer 0 through 14 . One number of the pair is written on one half of the domino, and the other number is written on the other half. If one domino is selected at random from all the dominoes in this set, what is the probability that the same number will be on both halves? Express your answer as a common fraction in lowest terms.",1,x,1,x=1/8,Division,0.125
1491,1491,"The height of an inclined plane is 2 ft. Based on ADA codes, the slope must be 1 : 12 or less. Using the ADA code, what is the allowable minimum length for the ramps base.",1,x,1,2*12=x,Multiplication,24.0
1492,1492,what is 6 over 30?,1,x,1,6/30=x,Division,0.2
1493,1493,25% of what number is 20?,1,x,1,20/0.25=x,Division,80.0
1494,1494,uppose you repeatedly roll a die for which the probability of a 2 is 0.7. Let X denote the number 2's you get in 11 rolls.,1,x,1,0.7*11=x,Multiplication,7.7
1495,1495,The sum of the measures of the interior angles of a quadrilateral is? . 360Â° B. 720Â° . 90Â° D. 180Â°,1,x,1,180+180=x,Addition,360.0
1496,1496,"If you count 1 to 100, how many 6's do you pass on the way?",1,y,1,19+1=y,Addition,20.0
1497,1497,"in a class of 55 students, 23 study english, 21 study spanish and 26 study french . 5 study all three subjects. students study both english and spanish, 11 study both french and spanish and 8 study english and french. . how many students student spanish only . how many students do neither of the three subject.",1,x,1,55-49=x,Subtraction,6.0
1498,1498,"ix people were asked to determine the amount of money they were carrying,, to the nearest dollar. The results were $27, $54, $35 ,,48, $30,a nd $40. lease tell me what the range and mode is.",1,x,1,54-27=x,Subtraction,27.0
1499,1499,"In a 100 meter race three students were ale running at a constant speed throughout the race. Greg was 10 meters ahead of Bob, and Bob was 10 meters ahead of Frank. How far was Greg ahead of Frank when he crossed the finish line to win the race?",1,x,1,10+10=x,Addition,20.0
1500,1500,"A health research fund drive has raised $18,700. That is 22% of the goal. What is the goal?",1,x,1,0.22*x=18700,Multiplication,85000.0
1501,1501,How to do 6 divided 4 by hand?,1,x,1,6/4=x,Division,1.5
1502,1502,What percent of 55 is 20?,1,x,1,x*55=20,Multiplication,0.363636363636
1503,1503,FRACTION 5/12 AS A DECIMAL!,1,x,1,5/12=x,Division,0.416666666667
1504,1504,How could it be that 7 out of 50 is 35%? nd how could it be that 3 out of 50 is 9%?,1,z,1,7/20=z,Division,0.35
1505,1505,Find the exact value of each expression. log5 160 - log5 50 - log5 80?,1,z,1,5^(-2)=z,Subtraction,0.04
1506,1506,"howard is flying a kite and wants to find its angle of elevation. the string on the kite is 32 meters long and the kite is level with the top of a building that he knows is 28 meters high. to the nearest tenth of a degree, find the angle of elevation.",1,x,1,(28)/(32)=x,Division,0.875
1507,1507,"What's the nth term for the these arithmetic sequence 2, 4, 8, 16, 32?",1,x,1,4/2=x,Division,2.0
1508,1508,"Using arithmetic sequence of numbers 2, 4, 6, 8, 10.wWat is d, the difference between any 2 terms?",1,x,1,4-2=x,Subtraction,2.0
1509,1509,What is 33 1/3% of 12?,1,x,1,0.3333*12=x,Multiplication,4.0
1510,1510,T won 9 of its 1st 20 gms.HHw many of the remaining 16 gms does T have to win to have a 50% winning record?,1,x,1,18-9=x,Subtraction,9.0
1511,1511,"What is 1/3 of $125,000?",1,x,1,125000/3=x,Division,41666.6666667
1512,1512,325e6.5% is ofat number of T,1,x,1,0.065*x=325,Multiplication,5000.0
1513,1513,What's 4/10 in the simplest form please answer this?,1,x,1,4/10=x,Division,0.4
1514,1514,"o work 40 hours, 70% of these hours are for a certain part of my role - ,w do I work out the number of hours?",1,x,1,x=0.7*40,Multiplication,28.0
1515,1515,Find: 32 out of 110 in percentage. 1% 51% 34.4% 29.1%,1,x,1,32/110=x,Division,0.290909090909
1516,1516,Csome one find out what percent of $1.2 Billion of $6 Billion?,1,x,1,1.2/6=x,Division,0.2
1517,1517,what is the measure of each exterior of a regular 12 sided polygon? . A. 40 . B. 48 . C. 36 . D. 150 . E. 30 . F. 144.,1,x,1,360/12=x,Division,30.0
1518,1518,269 is what percent of 400?,1,x,1,269/400=x,Division,0.6725
1519,1519,How many 4 digit numbers have the thousands digit equal to 2 and the units digit equal to 7?,1,x,1,10*10=x,Multiplication,100.0
1520,1520,A ball is thrown upward from the roof of a building 100 m tall with an initial velocity of 20 m/s. When will the ball reach a height of 80 m?,1,x,1,20*x=80,Multiplication,4.0
1521,1521,"What is 35% of $9,252.07?",1,x,1,9252.07*0.35=x,Multiplication,3238.2245
1522,1522,How would you do an equation like 34 multiplied by 4 exponent 2?,1,x,1,34*16=x,Multiplication,544.0
1523,1523,Acream is sold in a 34 gram container. the average amount of cram used per application is 2 3/7 grams. hHw many applications can be made with the container?,1,z,1,34/2.42857=z,Division,14.0000082353
1524,1524,ox contains 20 numbers. One of the numbers is drawn. What is the probability that it will be even? a /20 b9/20 c /2 d I,1,x,1,10/20=x,Division,0.5
1525,1525,Aat travels 6 miles in 1 hour 30 minutes . culate the average speed of the boat G? e your answers in Miles per hour (mph) only,1,x,1,x=6/1.5,Division,4.0
1526,1526,"t is the average (Arithmetic mean) of 8,7,7 ,5 ,3 ,2 , ad 2 ? -",1,x,1,34/7=x,Division,4.8571428571399995
1527,1527,"Find the least common multiple of 9, 20, and 30?",1,x,1,9*20=x,Multiplication,180.0
1528,1528,"1, 4, 13, 40, 121 Describe the rule in the pattern and find the next term. Show how you found the next term in the pattern.",1,x,1,121+243=x,Addition,364.0
1529,1529,A black racer snake travels 46.0 km in 20 hours. What is the speed in km/h?,1,x,1,46/20=x,Division,2.3
1530,1530,How do you convert 7/8 to a decimal without a calculator?,1,x,1,7/8=x,Division,0.875
1531,1531,"80% of all customers are satisfied .if there are 7840 satisfied customers,h ow many customers are there? 800 customers b. 272 customers c.39,2000 customers d. 920 customers",1,y,1,y=7840/0.8,Division,9800.0
1532,1532,How many counting numbers between 100 and 1000 remain the same when the order of the digits is reversed is one of the numbers.,1,x,1,10*9=x,Multiplication,90.0
1533,1533,Is the LCM for 6 & 9?,1,x,1,9*2=x,Multiplication,18.0
1534,1534,"o pass algebra, a student must have an average of at least 70 on 5 tests. On the first four tests, a student has scores of 75, 79, 64, and 71. What possible scores on the fifth test would guarantee the student a passing grade in the class?",1,y,1,350=289+y,Addition,61.0
1535,1535,How do u write fractions into decimals? over 20 in decimal form,1,x,1,13/20=x,Division,0.65
1536,1536,What would 0.86 be as a decimal with a repeating bar over the 6?,1,x,1,90*x=78,Multiplication,0.8666666666670001
1537,1537,"pecial lottery is to be held to select the student who will live in the only deluxe room in a college dormitory. There are 100 seniors, 150 juniors, and 200 sophomores who applied. Each seniors name is placed in the lottery 3 times; each juniors name, 2 times; and each sophomores name, 1 time. What is the probability that a seniors name will be chosen?",1,x,1,x=3/8,Division,0.375
1538,1538,"2004, there were 653 evening newspapers in the United Stares. This is about 44.8% of the number if evening newspapers were there in United States in 1960. How many evening newspapers were there in 1960? Round your answer to the nearest whole number. P",1,x,1,653=0.448*x,Multiplication,1457.58928571
1539,1539,What is the fractional equivalent of 40%?,1,x,1,40/100=x,Division,0.4
1540,1540,"Te are 275 members, 36% have been in the band for 3 years. How many students have been i nthe band less than 3 years?",1,x,1,275*0.64=x,Multiplication,176.0
1541,1541,A baseball pennant is shaped like a trapezoid. It's bases are 30 cm and its area is 1440cm2.wWat is its height?,1,x,1,1440/30=x,Division,48.0
1542,1542,"Convert 558 centimeters to meters. A 5580 B 55,800 C 0.558 D 5.58",1,x,1,558*0.01=x,Multiplication,5.58
1543,1543,"wrapping a gift, you have a choice of 3 different boxes and 4 different wrapping papers. In how many ways can you wrap the gift? E",1,x,1,3*4=x,Multiplication,12.0
