,question,operation
1246,You save 40% when buying a shirt that originally cost $29. How much do you save?,Multiplication
1247,"paid $140 over the purchase price of $2,300 due to interest. If she paid off the item in 1 year, what was the interest rate she paid? nd to the nearest percent and express your answer as a percent.",Division
1248,I am a number less than 60 two of my factors are 2 and 7 I am a common multiple of 8 and 14?,Multiplication
1249,How do you convert 6 7/11 to a decimal? Then round your answerto the nearest hundredth.,Division
1250,Determine the smaller angle between the hands when the time is a. 1 o'clock b. 2 o'clock c. 1.30 d. 1.45 e. 1.27 f. 1.52 Find a rule which expresses the angle between the hands when the time is A minutes past B.,Multiplication
1251,If the clock now reads 10 : 45. What time will the clock read in 96 hours from now?,Division
1252,"what is the answer to 562,867 plus 786,564?",Addition
1253,Two dice are rolled. FInd the probability that a 5 appears on exactly one die or the sum? Probablity question. Two dice are rolled. FInd the probability that a 5 appears on exactly one die or the sum is 9.,Division
1254,"got an exam, meaning that she earned 74 points out of 80 possible. Write the decimal equivalent of this fraction.",Division
1255,whats 30 percent of 270?,Multiplication
1256,re are 71 stamps cost 19 pence by rounding find the approxcosimate t of 71 stamps,Multiplication
1257,1 inch corresponds to 15 miles . what is the actual distance between two cities 6.5 inches apart?,Multiplication
1258,The student teacher ratio is 27.5 to 1. if there is 42 teachers how many students are there?,Multiplication
1259,"ts 1'5% of $4,630,966",Multiplication
1260,reduce to lowest term 34/68?,Division
1261,33 1/3 % of what number is 36,Multiplication
1262,heigths its 17m h. much will that be on a scale 1:12 5 0,Division
1263,What is 75% of 445?,Multiplication
1264,Nate is working at the concession stand at his brothers baseball game. He only has cola and lemon-lime to drink. He has sold 45 colas and 27 lemon-lime drinks. What is the probability the next person wants a lemon-lime drink? a)3/5. b)4/9. c)1/3. d)3/8.,Division
1265,what is 15 percent of seven-hundred and 58 dollars and 10 cents?,Multiplication
1266,"find the area of a triangle whose vertices have coordinates:(2, -5)(6, 1)(-3, -4)?",Division
1267,A fair coin is tossed 5 times. What is the probability that exactly 2 heads are observed?,Division
1268,"The height of an inclined plane is 2 ft. Based on ADA codes, the slope must be 1 : 12 or less. Using the ADA code, what is the allowable minimum length for the ramps base.",Multiplication
1269,what is 6 over 30?,Division
1270,25% of what number is 20?,Division
1271,uppose you repeatedly roll a die for which the probability of a 2 is 0.7. Let X denote the number 2's you get in 11 rolls.,Multiplication
1272,The sum of the measures of the interior angles of a quadrilateral is? . 360å¡ B. 720å¡ . 90å¡ D. 180å¡,Addition
1273,"If you count 1 to 100, how many 6's do you pass on the way?",Addition
1274,"in a class of 55 students, 23 study english, 21 study spanish and 26 study french . 5 study all three subjects. students study both english and spanish, 11 study both french and spanish and 8 study english and french. . how many students student spanish only . how many students do neither of the three subject.",Subtraction
1275,"ix people were asked to determine the amount of money they were carrying,, to the nearest dollar. The results were $27, $54, $35 ,,48, $30,a nd $40. lease tell me what the range and mode is.",Subtraction
1276,"In a 100 meter race three students were ale running at a constant speed throughout the race. Greg was 10 meters ahead of Bob, and Bob was 10 meters ahead of Frank. How far was Greg ahead of Frank when he crossed the finish line to win the race?",Addition
1277,"A health research fund drive has raised $18,700. That is 22% of the goal. What is the goal?",Multiplication
1278,What percent of 55 is 20?,Multiplication
1279,FRACTION 5/12 AS A DECIMAL!,Division
1280,How could it be that 7 out of 50 is 35%? nd how could it be that 3 out of 50 is 9%?,Division
1281,"howard is flying a kite and wants to find its angle of elevation. the string on the kite is 32 meters long and the kite is level with the top of a building that he knows is 28 meters high. to the nearest tenth of a degree, find the angle of elevation.",Division
1282,"What's the nth term for the these arithmetic sequence 2, 4, 8, 16, 32?",Division
1283,"Using arithmetic sequence of numbers 2, 4, 6, 8, 10.wWat is d, the difference between any 2 terms?",Subtraction
1284,What is 33 1/3% of 12?,Multiplication
1285,T won 9 of its 1st 20 gms.HHw many of the remaining 16 gms does T have to win to have a 50% winning record?,Subtraction
1286,"What is 1/3 of $125,000?",Division
1287,325e6.5% is ofat number of T,Multiplication
1288,What's 4/10 in the simplest form please answer this?,Division
1289,Find: 32 out of 110 in percentage. 1% 51% 34.4% 29.1%,Division
1290,Csome one find out what percent of $1.2 Billion of $6 Billion?,Division
1291,what is the measure of each exterior of a regular 12 sided polygon? . A. 40 . B. 48 . C. 36 . D. 150 . E. 30 . F. 144.,Division
1292,269 is what percent of 400?,Division
1293,How many 4 digit numbers have the thousands digit equal to 2 and the units digit equal to 7?,Multiplication
1294,A ball is thrown upward from the roof of a building 100 m tall with an initial velocity of 20 m/s. When will the ball reach a height of 80 m?,Multiplication
1295,"What is 35% of $9,252.07?",Multiplication
1296,Acream is sold in a 34 gram container. the average amount of cram used per application is 2 3/7 grams. hHw many applications can be made with the container?,Division
1297,ox contains 20 numbers. One of the numbers is drawn. What is the probability that it will be even? a /20 b9/20 c /2 d I,Division
1298,"t is the average (Arithmetic mean) of 8,7,7 ,5 ,3 ,2 , ad 2 ? -",Division
1299,"Find the least common multiple of 9, 20, and 30?",Multiplication
1300,"1, 4, 13, 40, 121 Describe the rule in the pattern and find the next term. Show how you found the next term in the pattern.",Addition
1301,A black racer snake travels 46.0 km in 20 hours. What is the speed in km/h?,Division
1302,How do you convert 7/8 to a decimal without a calculator?,Division
1303,"80% of all customers are satisfied .if there are 7840 satisfied customers,h ow many customers are there? 800 customers b. 272 customers c.39,2000 customers d. 920 customers",Division
1304,How many counting numbers between 100 and 1000 remain the same when the order of the digits is reversed is one of the numbers.,Multiplication
1305,Is the LCM for 6 & 9?,Multiplication
1306,"o pass algebra, a student must have an average of at least 70 on 5 tests. On the first four tests, a student has scores of 75, 79, 64, and 71. What possible scores on the fifth test would guarantee the student a passing grade in the class?",Addition
1307,How do u write fractions into decimals? over 20 in decimal form,Division
1308,What would 0.86 be as a decimal with a repeating bar over the 6?,Multiplication
1309,"pecial lottery is to be held to select the student who will live in the only deluxe room in a college dormitory. There are 100 seniors, 150 juniors, and 200 sophomores who applied. Each seniors name is placed in the lottery 3 times; each juniors name, 2 times; and each sophomores name, 1 time. What is the probability that a seniors name will be chosen?",Division
1310,"2004, there were 653 evening newspapers in the United Stares. This is about 44.8% of the number if evening newspapers were there in United States in 1960. How many evening newspapers were there in 1960? Round your answer to the nearest whole number. P",Multiplication
1311,What is the fractional equivalent of 40%?,Division
1312,"Te are 275 members, 36% have been in the band for 3 years. How many students have been i nthe band less than 3 years?",Multiplication
1313,A baseball pennant is shaped like a trapezoid. It's bases are 30 cm and its area is 1440cm2.wWat is its height?,Division
1314,"Convert 558 centimeters to meters. A 5580 B 55,800 C 0.558 D 5.58",Multiplication
1315,"wrapping a gift, you have a choice of 3 different boxes and 4 different wrapping papers. In how many ways can you wrap the gift? E",Multiplication
1316,"eam of clothing workers had an output of 1000 uniforms per week. This output was increased by 20%, which demanded an increase of 50 uniforms per worker. How many workers are there on the team?""",Division
1317,te the fraction 148/264 in simplest form? A 36/64 B 37/64 C.37/66 D.36/66,Division
1318,"It takes 1.75 minutes to analyze 100,000 sectors of digital space. How long would it take to analyze 7,000,000?",Multiplication
1319,". .265 kg converts to how many g? a, 265 g b, 2.65 g c, 0.265 kg d, 2.65 kg",Multiplication
1320,"t percent of 119 is 3? If necessary, round your answer to the nearest tenth of a percent.",Division
1321,"Haley's car gets at least 17 miles per gallon. If she plans a trip that is 250 miles, what is the minimum number of gallons she'll need?",Multiplication
1322,What is 20 percent of 30?,Multiplication
1323,What 60% of a number is 45?,Multiplication
1324,What 3 identical numbers can add up to 12?,Division
1325,"n was building a new fence, and he wants it to stand 8 1/2 feet above ground level. To make sure it is secure he must place it 2 3/4 feet into the ground. How long of a post should John buy? Oions: 101/2 feet 103/4 feet 1111 feet 1/4 feet 1111 1/2 feet",Addition
1326,has a part-time job at the fun station. Suppose he worked 13.5 hours last week and ade $81. How much does Ben earn per hour? S,Division
1327,Hand what is 11to the negitive 3rd power?,Subtraction
1328,"Carpet 1 sells for 6.99/ sq yd. carpet b is a remnant 9 ft by 12 ft sells for 99. you want a carpet that is 9ft y 12ft, will it cost less to buy the remnant or to buy carpet a by the square yard",Multiplication
1329,"If an exam is worth 20 pts. and you score 88 correct on the test, what is 88 of that 20 pts?",Multiplication
1330,I print from an app that produces the following job log. Print size: 22.6 Inch X 16.1 inch = 363.9 SQ. I need to convert to feetHOWhow,Division
1331,Tsum of a number and one is at least 3 and at most 3.wri We two algebraic sentences to describe the number and find the number.,Addition
1332,5 is what percent of 14?,Division
1333,If the base of a rectangle is 3 2/5cm and the area is 28 1/3cm squared what is the height of the rectangle?,Multiplication
